Trend,Chi square val,dfThreshold,Parameter,Expected count yes,Actual count yes,Expected count no,Actual count no,Significance value yes,Significance value no
"(2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009)",16.19261063269964,7.815,"(6, 7, 8)",164.07355021216406,127,1595.926449787836,1633,8.377024350095104,0.8612227245914551
"(2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009)",16.19261063269964,7.815,"(9, 10, 11)",199.68496849684968,226,1942.3150315031503,1916,3.4678668515938837,0.35652346389755535
"(2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019)",21.79907596830982,7.815,"(12, 1, 2)",1512.3631220264883,1461,549.6368779735116,601,1.7444026939594497,4.799842241362637
"(2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019)",21.79907596830982,7.815,"(3, 4, 5)",1329.7353735373538,1383,483.2646264626462,430,2.133597773411067,5.870738880625533
"(2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019)",21.79907596830982,7.815,"(6, 7, 8)",1290.8628005657708,1327,469.1371994342291,433,1.0116467701888163,2.783614653717796
"(2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019)",21.79907596830982,7.815,"(9, 10, 11)",1571.038703870387,1533,570.961296129613,609,0.9210104045013864,2.53422255054313
"(2020, 2021)",1.026230761970025,7.815,"(12, 1, 2)",238.36157901504436,240,1823.6384209849557,1822,0.011261979950945005,0.001472015117170727
"(2020, 2021)",1.026230761970025,7.815,"(3, 4, 5)",209.57785778577858,200,1603.4221422142214,1613,0.43771494152004936,0.05721223210621242
"(2020, 2021)",1.026230761970025,7.815,"(6, 7, 8)",203.45120226308345,213,1556.5487977369166,1547,0.4481641651969112,0.05857801461355486
"(2020, 2021)",1.026230761970025,7.815,"(9, 10, 11)",247.6093609360936,246,1894.3906390639063,1896,0.010460196709980297,0.0013672167552011654
